Sample,Age,City,Date,Event,Sample,Sport,State
CPR_SH.LR007,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LR007,,DC
CPR_SH.LR008,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LR008,,DC
CPR_SH.LR009,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LR009,,DC
CPR_SH.LR010,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LR010,,DC
CPR_SH.LR011,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LR011,,DC
CPR_SH.LR012,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LR012,,DC
CPR_SH.LR013,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LR013,,DC
CPR_SH.LR014,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LR014,,DC
CPR_SH.LR015,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LR015,,DC
CPR_SH.LR016,Mixed,Washington,9/14/2013,SmithsonianAirSpace,LR016,,DC
CPR_CP.AB004,Mixed,San Antonio,4/12/2013,SPURS,AB004,Basketball,TX
CPR_CP.AB005,Mixed,San Antonio,4/12/2013,SPURS,AB005,Basketball,TX
CPR_CP.AB006,Mixed,San Antonio,4/12/2013,SPURS,AB006,Basketball,TX
CPR_CP.AB010,Mixed,San Antonio,4/12/2013,SPURS,AB010,Basketball,TX
CPR_CP.AB011,Mixed,San Antonio,4/12/2013,SPURS,AB011,Basketball,TX
CPR_CP.AB012,Mixed,San Antonio,4/12/2013,SPURS,AB012,Basketball,TX
CPR_CP.AB015,Mixed,San Antonio,4/12/2013,SPURS,AB015,Basketball,TX
CPR_CP.AB017,Mixed,San Antonio,4/12/2013,SPURS,AB017,Basketball,TX
CPR_CP.AB018,Mixed,San Antonio,4/12/2013,SPURS,AB018,Basketball,TX
CPR_CP.AB042,Mixed,San Antonio,4/12/2013,SPURS,AB042,Basketball,TX
CPR_CP.AB043,Mixed,San Antonio,4/12/2013,SPURS,AB043,Basketball,TX
CPR_CP.AB045,Mixed,San Antonio,4/12/2013,SPURS,AB045,Basketball,TX
CPR_CP.AB046,Mixed,San Antonio,4/12/2013,SPURS,AB046,Basketball,TX
CPR_CP.AB048,Mixed,San Antonio,4/12/2013,SPURS,AB048,Basketball,TX
CPR_CP.AB049,Mixed,San Antonio,4/12/2013,SPURS,AB049,Basketball,TX
CPR_CP.AB050,Mixed,San Antonio,4/12/2013,SPURS,AB050,Basketball,TX
CPR_CP.AB051,Mixed,San Antonio,4/12/2013,SPURS,AB051,Basketball,TX
CPR_CP.AB055,Mixed,San Antonio,4/12/2013,SPURS,AB055,Basketball,TX
CPR_CP.AB056,Mixed,San Antonio,4/12/2013,SPURS,AB056,Basketball,TX
CPR_CP.AB057,Mixed,San Antonio,4/12/2013,SPURS,AB057,Basketball,TX
CPR_CP.AB058,Mixed,San Antonio,4/12/2013,SPURS,AB058,Basketball,TX
CPR_CP.AB060,Mixed,San Antonio,4/12/2013,SPURS,AB060,Basketball,TX
CPR_CP.AE022,Mixed,San Antonio,4/12/2013,SPURS,AE022,Basketball,TX
CPR_CP.AE023,Mixed,San Antonio,4/12/2013,SPURS,AE023,Basketball,TX
CPR_CP.AE024,Mixed,San Antonio,4/12/2013,SPURS,AE024,Basketball,TX
CPR_CP.AE025,Mixed,San Antonio,4/12/2013,SPURS,AE025,Basketball,TX
CPR_CP.AE026,Mixed,San Antonio,4/12/2013,SPURS,AE026,Basketball,TX
CPR_CP.AE027,Mixed,San Antonio,4/12/2013,SPURS,AE027,Basketball,TX
CPR_CP.AE030,Mixed,San Antonio,4/12/2013,SPURS,AE030,Basketball,TX
CPR_CP.AE031,Mixed,San Antonio,4/12/2013,SPURS,AE031,Basketball,TX
CPR_CP.AE032,Mixed,San Antonio,4/12/2013,SPURS,AE032,Basketball,TX
CPR_CP.AE036,Mixed,San Antonio,4/12/2013,SPURS,AE036,Basketball,TX
CPR_CP.AE038,Mixed,San Antonio,4/12/2013,SPURS,AE038,Basketball,TX
CPR_CP.AE039,Mixed,San Antonio,4/12/2013,SPURS,AE039,Basketball,TX
CPR_CP.AE040,Mixed,San Antonio,4/12/2013,SPURS,AE040,Basketball,TX
CPR_CP.AE062,Mixed,San Antonio,4/12/2013,SPURS,AE062,Basketball,TX
CPR_CP.AE063,Mixed,San Antonio,4/12/2013,SPURS,AE063,Basketball,TX
CPR_CP.AE065,Mixed,San Antonio,4/12/2013,SPURS,AE065,Basketball,TX
CPR_CP.AE066,Mixed,San Antonio,4/12/2013,SPURS,AE066,Basketball,TX
CPR_CP.AE067,Mixed,San Antonio,4/12/2013,SPURS,AE067,Basketball,TX
CPR_CP.AE071,Mixed,San Antonio,4/12/2013,SPURS,AE071,Basketball,TX
CPR_CP.AE076,Mixed,San Antonio,4/12/2013,SPURS,AE076,Basketball,TX
CPR_CP.AE079,Mixed,San Antonio,4/12/2013,SPURS,AE079,Basketball,TX
CPR_CP.AE080,Mixed,San Antonio,4/12/2013,SPURS,AE080,Basketball,TX
CPR_SH.AB004,Mixed,San Antonio,4/12/2013,SPURS,AB004,Basketball,TX
CPR_SH.AB005,Mixed,San Antonio,4/12/2013,SPURS,AB005,Basketball,TX
CPR_SH.AB010,Mixed,San Antonio,4/12/2013,SPURS,AB010,Basketball,TX
CPR_SH.AB011,Mixed,San Antonio,4/12/2013,SPURS,AB011,Basketball,TX
CPR_SH.AB015,Mixed,San Antonio,4/12/2013,SPURS,AB015,Basketball,TX
CPR_SH.AB018,Mixed,San Antonio,4/12/2013,SPURS,AB018,Basketball,TX
CPR_SH.AB042,Mixed,San Antonio,4/12/2013,SPURS,AB042,Basketball,TX
CPR_SH.AB043,Mixed,San Antonio,4/12/2013,SPURS,AB043,Basketball,TX
CPR_SH.AB045,Mixed,San Antonio,4/12/2013,SPURS,AB045,Basketball,TX
CPR_SH.AB046,Mixed,San Antonio,4/12/2013,SPURS,AB046,Basketball,TX
CPR_SH.AB048,Mixed,San Antonio,4/12/2013,SPURS,AB048,Basketball,TX
CPR_SH.AB049,Mixed,San Antonio,4/12/2013,SPURS,AB049,Basketball,TX
CPR_SH.AB050,Mixed,San Antonio,4/12/2013,SPURS,AB050,Basketball,TX
CPR_SH.AB055,Mixed,San Antonio,4/12/2013,SPURS,AB055,Basketball,TX
CPR_SH.AB056,Mixed,San Antonio,4/12/2013,SPURS,AB056,Basketball,TX
CPR_SH.AB057,Mixed,San Antonio,4/12/2013,SPURS,AB057,Basketball,TX
CPR_SH.AB058,Mixed,San Antonio,4/12/2013,SPURS,AB058,Basketball,TX
CPR_SH.AB060,Mixed,San Antonio,4/12/2013,SPURS,AB060,Basketball,TX
CPR_SH.AE022,Mixed,San Antonio,4/12/2013,SPURS,AE022,Basketball,TX
CPR_SH.AE023,Mixed,San Antonio,4/12/2013,SPURS,AE023,Basketball,TX
CPR_SH.AE025,Mixed,San Antonio,4/12/2013,SPURS,AE025,Basketball,TX
CPR_SH.AE026,Mixed,San Antonio,4/12/2013,SPURS,AE026,Basketball,TX
CPR_SH.AE027,Mixed,San Antonio,4/12/2013,SPURS,AE027,Basketball,TX
CPR_SH.AE031,Mixed,San Antonio,4/12/2013,SPURS,AE031,Basketball,TX
CPR_SH.AE032,Mixed,San Antonio,4/12/2013,SPURS,AE032,Basketball,TX
CPR_SH.AE036,Mixed,San Antonio,4/12/2013,SPURS,AE036,Basketball,TX
CPR_SH.AE038,Mixed,San Antonio,4/12/2013,SPURS,AE038,Basketball,TX
CPR_SH.AE039,Mixed,San Antonio,4/12/2013,SPURS,AE039,Basketball,TX
CPR_SH.AE040,Mixed,San Antonio,4/12/2013,SPURS,AE040,Basketball,TX
CPR_SH.AE062,Mixed,San Antonio,4/12/2013,SPURS,AE062,Basketball,TX
CPR_SH.AE063,Mixed,San Antonio,4/12/2013,SPURS,AE063,Basketball,TX
CPR_SH.AE065,Mixed,San Antonio,4/12/2013,SPURS,AE065,Basketball,TX
CPR_SH.AE066,Mixed,San Antonio,4/12/2013,SPURS,AE066,Basketball,TX
CPR_SH.AE067,Mixed,San Antonio,4/12/2013,SPURS,AE067,Basketball,TX
CPR_SH.AE070,Mixed,San Antonio,4/12/2013,SPURS,AE070,Basketball,TX
CPR_SH.AE071,Mixed,San Antonio,4/12/2013,SPURS,AE071,Basketball,TX
CPR_SH.AE074,Mixed,San Antonio,4/12/2013,SPURS,AE074,Basketball,TX
CPR_SH.AE076,Mixed,San Antonio,4/12/2013,SPURS,AE076,Basketball,TX
CPR_SH.AE079,Mixed,San Antonio,4/12/2013,SPURS,AE079,Basketball,TX
CPR_SH.AE080,Mixed,San Antonio,4/12/2013,SPURS,AE080,Basketball,TX
CPR_CP.FV021,Adult,Palmdale,7/19/2013,TeachersInSpace,FV021,,CA
CPR_CP.FV022,Adult,Palmdale,7/19/2013,TeachersInSpace,FV022,,CA
CPR_CP.FV023,Adult,Palmdale,7/19/2013,TeachersInSpace,FV023,,CA
CPR_CP.FV024,Adult,Palmdale,7/19/2013,TeachersInSpace,FV024,,CA
CPR_CP.FV025,Adult,Palmdale,7/19/2013,TeachersInSpace,FV025,,CA
CPR_CP.FV026,Adult,Palmdale,7/19/2013,TeachersInSpace,FV026,,CA
CPR_CP.FV032,Adult,Palmdale,7/19/2013,TeachersInSpace,FV032,,CA
CPR_CP.FV033,Adult,Palmdale,7/19/2013,TeachersInSpace,FV033,,CA
CPR_CP.FV034,Adult,Palmdale,7/19/2013,TeachersInSpace,FV034,,CA
CPR_CP.FV041,Adult,Palmdale,7/19/2013,TeachersInSpace,FV041,,CA
CPR_CP.FV042,Adult,Palmdale,7/19/2013,TeachersInSpace,FV042,,CA
CPR_CP.FV044,Adult,Palmdale,7/19/2013,TeachersInSpace,FV044,,CA
CPR_SH.FV024,Adult,Palmdale,7/19/2013,TeachersInSpace,FV024,,CA
CPR_SH.FV026,Adult,Palmdale,7/19/2013,TeachersInSpace,FV026,,CA
CPR_SH.FV032,Adult,Palmdale,7/19/2013,TeachersInSpace,FV032,,CA
CPR_SH.FV033,Adult,Palmdale,7/19/2013,TeachersInSpace,FV033,,CA
CPR_SH.FV034,Adult,Palmdale,7/19/2013,TeachersInSpace,FV034,,CA
CPR_SH.FV042,Adult,Palmdale,7/19/2013,TeachersInSpace,FV042,,CA
CPR_SH.FV044,Adult,Palmdale,7/19/2013,TeachersInSpace,FV044,,CA
CPR_CP.LR041,Adult,Longmeadow,9/26/2013,Tufts,LR041,,MA
CPR_CP.LR042,Adult,Longmeadow,9/26/2013,Tufts,LR042,,MA
CPR_CP.LR043,Adult,Longmeadow,9/26/2013,Tufts,LR043,,MA
CPR_CP.LR044,Adult,Longmeadow,9/26/2013,Tufts,LR044,,MA
CPR_CP.LR045,Adult,Longmeadow,9/26/2013,Tufts,LR045,,MA
CPR_SH.LR041,Adult,Longmeadow,9/26/2013,Tufts,LR041,,MA
CPR_SH.LR042,Adult,Longmeadow,9/26/2013,Tufts,LR042,,MA
CPR_SH.LR043,Adult,Longmeadow,9/26/2013,Tufts,LR043,,MA
CPR_SH.LR044,Adult,Longmeadow,9/26/2013,Tufts,LR044,,MA
CPR_SH.LR045,Adult,Longmeadow,9/26/2013,Tufts,LR045,,MA
CPR_CP.AD042,Adult,Tulsa,9/11/2013,TulsaCCBio,AD042,,OK
CPR_CP.AD044,Adult,Tulsa,9/11/2013,TulsaCCBio,AD044,,OK
CPR_CP.AD045,Adult,Tulsa,9/11/2013,TulsaCCBio,AD045,,OK
CPR_CP.AD046,Adult,Tulsa,9/11/2013,TulsaCCBio,AD046,,OK
CPR_CP.AD048,Adult,Tulsa,9/11/2013,TulsaCCBio,AD048,,OK
CPR_CP.AD052,Adult,Tulsa,9/11/2013,TulsaCCBio,AD052,,OK
CPR_CP.AD053,Adult,Tulsa,9/11/2013,TulsaCCBio,AD053,,OK
CPR_CP.AD055,Adult,Tulsa,9/11/2013,TulsaCCBio,AD055,,OK
CPR_CP.AH001,Adult,Tulsa,9/11/2013,TulsaCCBio,AH001,,OK
CPR_CP.AH002,Adult,Tulsa,9/11/2013,TulsaCCBio,AH002,,OK
CPR_CP.AH003,Adult,Tulsa,9/11/2013,TulsaCCBio,AH003,,OK
CPR_CP.AH004,Adult,Tulsa,9/11/2013,TulsaCCBio,AH004,,OK
CPR_CP.AH006,Adult,Tulsa,9/11/2013,TulsaCCBio,AH006,,OK
CPR_CP.AH007,Adult,Tulsa,9/11/2013,TulsaCCBio,AH007,,OK
CPR_CP.AH008,Adult,Tulsa,9/11/2013,TulsaCCBio,AH008,,OK
CPR_CP.AH009,Adult,Tulsa,9/11/2013,TulsaCCBio,AH009,,OK
CPR_CP.AH010,Adult,Tulsa,9/11/2013,TulsaCCBio,AH010,,OK
CPR_CP.AH011,Adult,Tulsa,9/11/2013,TulsaCCBio,AH011,,OK
CPR_CP.AH012,Adult,Tulsa,9/11/2013,TulsaCCBio,AH012,,OK
CPR_CP.AH013,Adult,Tulsa,9/11/2013,TulsaCCBio,AH013,,OK
CPR_CP.AH016,Adult,Tulsa,9/11/2013,TulsaCCBio,AH016,,OK
CPR_CP.AH017,Adult,Tulsa,9/11/2013,TulsaCCBio,AH017,,OK
CPR_CP.AH019,Adult,Tulsa,9/11/2013,TulsaCCBio,AH019,,OK
CPR_CP.AH020,Adult,Tulsa,9/11/2013,TulsaCCBio,AH020,,OK
CPR_CP.AH021,Adult,Tulsa,9/11/2013,TulsaCCBio,AH021,,OK
CPR_CP.AH022,Adult,Tulsa,9/11/2013,TulsaCCBio,AH022,,OK
CPR_CP.AH023,Adult,Tulsa,9/11/2013,TulsaCCBio,AH023,,OK
CPR_CP.AH024,Adult,Tulsa,9/11/2013,TulsaCCBio,AH024,,OK
CPR_CP.AH025,Adult,Tulsa,9/11/2013,TulsaCCBio,AH025,,OK
CPR_CP.AH026,Adult,Tulsa,9/11/2013,TulsaCCBio,AH026,,OK
CPR_CP.AH030,Adult,Tulsa,9/11/2013,TulsaCCBio,AH030,,OK
CPR_CP.AH031,Adult,Tulsa,9/11/2013,TulsaCCBio,AH031,,OK
CPR_CP.AH033,Adult,Tulsa,9/11/2013,TulsaCCBio,AH033,,OK
CPR_CP.AH034,Adult,Tulsa,9/11/2013,TulsaCCBio,AH034,,OK
CPR_CP.AH035,Adult,Tulsa,9/11/2013,TulsaCCBio,AH035,,OK
CPR_CP.AH036,Adult,Tulsa,9/11/2013,TulsaCCBio,AH036,,OK
CPR_CP.AH037,Adult,Tulsa,9/11/2013,TulsaCCBio,AH037,,OK
CPR_CP.AH038,Adult,Tulsa,9/11/2013,TulsaCCBio,AH038,,OK
CPR_CP.AH040,Adult,Tulsa,9/11/2013,TulsaCCBio,AH040,,OK
CPR_SH.AD042,Adult,Tulsa,9/11/2013,TulsaCCBio,AD042,,OK
CPR_SH.AD045,Adult,Tulsa,9/11/2013,TulsaCCBio,AD045,,OK
CPR_SH.AD046,Adult,Tulsa,9/11/2013,TulsaCCBio,AD046,,OK
CPR_SH.AD048,Adult,Tulsa,9/11/2013,TulsaCCBio,AD048,,OK
CPR_SH.AD052,Adult,Tulsa,9/11/2013,TulsaCCBio,AD052,,OK
CPR_SH.AD053,Adult,Tulsa,9/11/2013,TulsaCCBio,AD053,,OK
CPR_SH.AD055,Adult,Tulsa,9/11/2013,TulsaCCBio,AD055,,OK
CPR_SH.AH001,Adult,Tulsa,9/11/2013,TulsaCCBio,AH001,,OK
CPR_SH.AH002,Adult,Tulsa,9/11/2013,TulsaCCBio,AH002,,OK
CPR_SH.AH003,Adult,Tulsa,9/11/2013,TulsaCCBio,AH003,,OK
CPR_SH.AH004,Adult,Tulsa,9/11/2013,TulsaCCBio,AH004,,OK
CPR_SH.AH005,Adult,Tulsa,9/11/2013,TulsaCCBio,AH005,,OK
CPR_SH.AH006,Adult,Tulsa,9/11/2013,TulsaCCBio,AH006,,OK
CPR_SH.AH007,Adult,Tulsa,9/11/2013,TulsaCCBio,AH007,,OK
CPR_SH.AH008,Adult,Tulsa,9/11/2013,TulsaCCBio,AH008,,OK
CPR_SH.AH009,Adult,Tulsa,9/11/2013,TulsaCCBio,AH009,,OK
CPR_SH.AH010,Adult,Tulsa,9/11/2013,TulsaCCBio,AH010,,OK
CPR_SH.AH011,Adult,Tulsa,9/11/2013,TulsaCCBio,AH011,,OK
CPR_SH.AH012,Adult,Tulsa,9/11/2013,TulsaCCBio,AH012,,OK
CPR_SH.AH013,Adult,Tulsa,9/11/2013,TulsaCCBio,AH013,,OK
CPR_SH.AH016,Adult,Tulsa,9/11/2013,TulsaCCBio,AH016,,OK
CPR_SH.AH017,Adult,Tulsa,9/11/2013,TulsaCCBio,AH017,,OK
CPR_SH.AH019,Adult,Tulsa,9/11/2013,TulsaCCBio,AH019,,OK
CPR_SH.AH020,Adult,Tulsa,9/11/2013,TulsaCCBio,AH020,,OK
CPR_SH.AH021,Adult,Tulsa,9/11/2013,TulsaCCBio,AH021,,OK
CPR_SH.AH022,Adult,Tulsa,9/11/2013,TulsaCCBio,AH022,,OK
CPR_SH.AH023,Adult,Tulsa,9/11/2013,TulsaCCBio,AH023,,OK
CPR_SH.AH024,Adult,Tulsa,9/11/2013,TulsaCCBio,AH024,,OK
CPR_SH.AH025,Adult,Tulsa,9/11/2013,TulsaCCBio,AH025,,OK
CPR_SH.AH026,Adult,Tulsa,9/11/2013,TulsaCCBio,AH026,,OK
CPR_SH.AH030,Adult,Tulsa,9/11/2013,TulsaCCBio,AH030,,OK
CPR_SH.AH031,Adult,Tulsa,9/11/2013,TulsaCCBio,AH031,,OK
CPR_SH.AH033,Adult,Tulsa,9/11/2013,TulsaCCBio,AH033,,OK
CPR_SH.AH034,Adult,Tulsa,9/11/2013,TulsaCCBio,AH034,,OK
CPR_SH.AH035,Adult,Tulsa,9/11/2013,TulsaCCBio,AH035,,OK
CPR_SH.AH036,Adult,Tulsa,9/11/2013,TulsaCCBio,AH036,,OK
CPR_SH.AH037,Adult,Tulsa,9/11/2013,TulsaCCBio,AH037,,OK
CPR_SH.AH038,Adult,Tulsa,9/11/2013,TulsaCCBio,AH038,,OK
CPR_SH.AH040,Adult,Tulsa,9/11/2013,TulsaCCBio,AH040,,OK
CPR_AK.AG035,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_BLANK1,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_BLANK2,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_BLANK3,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_C.EXTRA,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.AB095,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.AB097,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.AC048,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.AD039,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.AD041,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.AD047,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.AD056,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.AD082,Unknown,Unknown,Unknown,Unknown,AD082,,Unknown
CPR_CP.AD083,Unknown,Unknown,Unknown,Unknown,AD083,,Unknown
CPR_CP.AD085,Unknown,Unknown,Unknown,Unknown,AD085,,Unknown
CPR_CP.AD086,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.AD089,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.AD091,Unknown,Unknown,Unknown,Unknown,AD091,,Unknown
CPR_CP.AD092,Unknown,Unknown,Unknown,Unknown,AD092,,Unknown
CPR_CP.AD095,Unknown,Unknown,Unknown,Unknown,AD095,,Unknown
CPR_CP.AD098,Unknown,Unknown,Unknown,Unknown,AD098,,Unknown
CPR_CP.AD099,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.AE001,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.AE005,Unknown,Unknown,Unknown,Unknown,AE005,,Unknown
CPR_CP.AE006,Unknown,Unknown,Unknown,Unknown,AE006,,Unknown
CPR_CP.AE008,Unknown,Unknown,Unknown,Unknown,AE008,,Unknown
CPR_CP.AE010,Unknown,Unknown,Unknown,Unknown,AE010,,Unknown
CPR_CP.AG040,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.AG092,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.AH094,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.AK005,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.AK008,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.AK039,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.AK057,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.AQ049,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.FR086,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.FR088,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.FR089,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.FR090,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.FR097,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.FT021,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.FT023,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.FT024,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.FT025,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.FT027,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.FT028,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.FT029,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.FT031,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.FT032,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.FT033,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.FT034,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.FT035,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.FT081,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.FT082,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.FT083,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.FT084,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.FT085,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.FT086,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.FT087,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.FT088,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.FT089,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.FT090,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.FT091,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.FT097,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_cp.fv008,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.FX068,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.FY078,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.FZ014,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.LV020,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.MC080,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.MH057,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.S030,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_noID,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_S.EXTRA,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.AB094,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.AB097,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.AC048,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.AD039,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.AD041,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.AD047,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.AD056,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.AD081,Unknown,Unknown,Unknown,Unknown,AD081,,Unknown
CPR_SH.AD082,Unknown,Unknown,Unknown,Unknown,AD082,,Unknown
CPR_SH.AD083,Unknown,Unknown,Unknown,Unknown,AD083,,Unknown
CPR_SH.AD084,Unknown,Unknown,Unknown,Unknown,AD084,,Unknown
CPR_SH.AD085,Unknown,Unknown,Unknown,Unknown,AD085,,Unknown
CPR_SH.AD086,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.AD087,Unknown,Unknown,Unknown,Unknown,AD087,,Unknown
CPR_SH.AD088,Unknown,Unknown,Unknown,Unknown,AD088,,Unknown
CPR_SH.AD089,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.AD090,Unknown,Unknown,Unknown,Unknown,AD090,,Unknown
CPR_SH.AD091,Unknown,Unknown,Unknown,Unknown,AD091,,Unknown
CPR_SH.AD092,Unknown,Unknown,Unknown,Unknown,AD092,,Unknown
CPR_SH.AD093,Unknown,Unknown,Unknown,Unknown,AD093,,Unknown
CPR_SH.AD094,Unknown,Unknown,Unknown,Unknown,AD094,,Unknown
CPR_SH.AD095,Unknown,Unknown,Unknown,Unknown,AD095,,Unknown
CPR_SH.AD096,Unknown,Unknown,Unknown,Unknown,AD096,,Unknown
CPR_SH.AD098,Unknown,Unknown,Unknown,Unknown,AD098,,Unknown
CPR_SH.AD099,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.AD100,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.AE001,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.AE005,Unknown,Unknown,Unknown,Unknown,AE005,,Unknown
CPR_SH.AE006,Unknown,Unknown,Unknown,Unknown,AE006,,Unknown
CPR_SH.AE008,Unknown,Unknown,Unknown,Unknown,AE008,,Unknown
CPR_SH.AE010,Unknown,Unknown,Unknown,Unknown,AE010,,Unknown
CPR_SH.AE012,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.AG040,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.AG092,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.AH094,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.AK005,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.AK008,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.AK039,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.AK057,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.AQ052,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.FR086,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.FR087,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
